review,rating,tanggal,sentimen,review_clean,text_final
pesanan akhir2 ini sering stuck gak cuma sehari dua hari tapi sampai 1 minggu lebih. jadi pengirimannya sangat amat sering terlambat ! makin buruk ! kalau gak mampu mengatasi ledakan belanja harusnya tetap bekerja sama dengan ekspedisi lain. lebih suka pas j&t ada di shopee dibandingkan gak ada gini. lemot banget ekspedisi shopee express. paket sering stuck gak jelas. kecewa bgt.,1,2026-04-14 10:47:15,Negatif,pesanan akhir ini sering stuck gak cuma sehari dua hari tapi sampai minggu lebih jadi pengirimannya sangat amat sering terlambat makin buruk kalau gak mampu mengatasi ledakan belanja harusnya tetap bekerja sama dengan ekspedisi lain lebih suka pas j t ada di shopee dibandingkan gak ada gini lemot banget ekspedisi shopee express paket sering stuck gak jelas kecewa bgt,pesan akhir sering stuck cuma hari hari sampai minggu jadi kirim amat sering lambat makin buruk mampu atas ledak belanja harus tetap kerja ekspedisi lain suka pas banding gin lambat ekspedisi express paket sering stuck jelas kecewa banget
keren,5,2026-04-14 10:45:05,Positif,keren,bagus
mantaaab,5,2026-04-14 10:45:04,Positif,mantaaab,mantaaab
"kenapa klau aku pesan sering dibatalkan udh 2 kali kek gitu, klau udah mau sampai di batalkan, kenapa ya?",1,2026-04-14 10:43:57,Negatif,kenapa klau aku pesan sering dibatalkan udh kali kek gitu klau udah mau sampai di batalkan kenapa ya,klau aku pesan sering batal kali kek gitu klau ingin sampai batal ya
ongkir murah,3,2026-04-14 10:42:23,Netral,ongkir murah,ongkir murah
alhmdulillah puas blnja di shopee dapet gratis ongkir trus,5,2026-04-14 10:41:43,Positif,alhmdulillah puas blnja di shopee dapet gratis ongkir trus,alhmdulillah puas blnja dapet gratis ongkir trus
sangat membantu,5,2026-04-14 10:41:10,Positif,sangat membantu,bantu
"shoppe makin lama makin ga beres ya,buat shoppe kalo kurir² ga niat kerja itu gausa di rekrut saya nunggu paket saya dari tanggal:3 april sampe sekarang gada sampe²,alasan nya di aplikasi,dalam proses pengantaran.macem rumah saya di kamboja ya? padahal rumah saya masi di daerah indonesia tapi lama nya minta ampun,kalo kurir yang ga niat kerja gausa di rekrut untuk kerja,apalagi buat kurir yang panjang tangan,ini saran dan pesan dari saya aja ya udah gitu nomor kurir nya gada ga kaya sebelah hdeh",1,2026-04-14 10:40:42,Negatif,shoppe makin lama makin ga beres ya buat shoppe kalo kurir ga niat kerja itu gausa di rekrut saya nunggu paket saya dari tanggal april sampe sekarang gada sampe alasan nya di aplikasi dalam proses pengantaran macem rumah saya di kamboja ya padahal rumah saya masi di daerah indonesia tapi lama nya minta ampun kalo kurir yang ga niat kerja gausa di rekrut untuk kerja apalagi buat kurir yang panjang tangan ini saran dan pesan dari saya aja ya udah gitu nomor kurir nya gada ga kaya sebelah hdeh,shoppe makin lama makin beres ya shoppe kalo kurir niat kerja gausa rekrut nunggu paket tanggal april sampai sekarang gada sampai alas nya proses antar macem rumah kamboja ya padahal rumah mas daerah indonesia lama nya minta ampun kalo kurir niat kerja gausa rekrut kerja apalagi kurir panjang tangan saran pesan ya gitu nomor kurir nya gada kaya belah hdeh
"Sangat-sangat tidak menghargai pelanggan,saya terkena kasus COD dihapus sama sekali dan tidak tampil dipilihan metode pembayaran tanpa sebab dan saya tidak pernah melakukan kesalahan apapun apalagi rektur pembelian,dan juga tempat saya dekat dengan kota;COD nya ada,tapi saat di hubungi CS Shopeenya malah ngawur jawabannya dan saat dicoba melalui chat CS nya malah berubah-rubah orangnya,bukan dicari masalahnya tapi malah menambah masalah..,sangat mengecewakan sekali",1,2026-04-14 10:39:46,Negatif,sangat sangat tidak menghargai pelanggan saya terkena kasus cod dihapus sama sekali dan tidak tampil dipilihan metode pembayaran tanpa sebab dan saya tidak pernah melakukan kesalahan apapun apalagi rektur pembelian dan juga tempat saya dekat dengan kota cod nya ada tapi saat di hubungi cs shopeenya malah ngawur jawabannya dan saat dicoba melalui chat cs nya malah berubah rubah orangnya bukan dicari masalahnya tapi malah menambah masalah sangat mengecewakan sekali,harga langgan kena kasus cod hapus tampil pilih metode bayar tanpa sebab laku salah apa apalagi rektur beli tempat dekat kota cod nya hubung cs shopeenya malah ngawur jawab coba lalu chat cs nya malah ubah rubah orang bukan cari masalah malah tambah masalah kecewa
"apk ini sangatlah buruk banget terutama kurir dan pelayanannya, saya sangat kecewa berat, paket saya tidak pernah diantarkan oleh sang kurir hingga melewati waktu estimasi nya selain itu kurir nya seperti tidak mau mengantarkan memang keliatannya kalau malas mengantarkan kan bisa dialihkan ke kurir lain, lah ini kgk sama sekali dan cuek aja dan sistem nya memang kurang di siplin kurir nya, jgn belanja di apk ini klu ga kalian akan menyesalinya sendiri nanti 😡",1,2026-04-14 10:37:00,Negatif,apk ini sangatlah buruk banget terutama kurir dan pelayanannya saya sangat kecewa berat paket saya tidak pernah diantarkan oleh sang kurir hingga melewati waktu estimasi nya selain itu kurir nya seperti tidak mau mengantarkan memang keliatannya kalau malas mengantarkan kan bisa dialihkan ke kurir lain lah ini kgk sama sekali dan cuek aja dan sistem nya memang kurang di siplin kurir nya jgn belanja di apk ini klu ga kalian akan menyesalinya sendiri nanti,apk sangat buruk utama kurir layan kecewa berat paket antar sang kurir hingga lewat waktu estimasi nya selain kurir nya seperti ingin antar memang liat malas antar kan alih kurir lain kgk cuek sistem nya memang kurang siplin kurir nya jgn belanja apk klu kalian sesal sendiri nanti
"untuk menonaktifkan fitur face id saat pembayaran tidak ada,masa harus 2 kali verifikasi habis sidik masih disuruh juga face id",2,2026-04-14 10:36:01,Negatif,untuk menonaktifkan fitur face id saat pembayaran tidak ada masa harus kali verifikasi habis sidik masih disuruh juga face id,nonaktif fitur face id bayar masa kali verifikasi habis sidik suruh face id
bagus,5,2026-04-14 10:35:42,Positif,bagus,bagus
sangat membantu,5,2026-04-14 10:35:39,Positif,sangat membantu,bantu
oke oke,5,2026-04-14 10:34:40,Positif,oke oke,oke oke
bagus banget aplikasi nya banyak voucher pula dan murah murah,5,2026-04-14 10:34:37,Positif,bagus banget aplikasi nya banyak voucher pula dan murah murah,bagus nya banyak voucher murah murah
apknya okeh TPI apk drivernya GK ngotak bawa barang 80 dri Cibinong ke Tangsel blom sellernya GK diinput panjang lebarnya tolong lah diperbaiki systemnya blom lagi aturan baru difoto resinya harus jelas bnyak sellernya pake kertas spidol susah buat uploadnya bnyak beban ke drivernya min apa apa suspend coba lah kalian yang buat systemnya jadi drivernya enak apa GK nya dan sameday jarak dri Cibinong sampe Jaktim argo 77k aja gmna GK haus main food tiba tiba spx kan aneh,1,2026-04-14 10:34:05,Negatif,apknya okeh tpi apk drivernya gk ngotak bawa barang dri cibinong ke tangsel blom sellernya gk diinput panjang lebarnya tolong lah diperbaiki systemnya blom lagi aturan baru difoto resinya harus jelas bnyak sellernya pake kertas spidol susah buat uploadnya bnyak beban ke drivernya min apa apa suspend coba lah kalian yang buat systemnya jadi drivernya enak apa gk nya dan sameday jarak dri cibinong sampe jaktim argo k aja gmna gk haus main food tiba tiba spx kan aneh,apknya okeh tpi apk drivernya ngotak bawa barang dri cibinong tangsel blom sellernya diinput panjang lebar tolong baik systemnya blom atur baru foto resi jelas bnyak sellernya pake kertas spidol susah uploadnya bnyak beban drivernya min suspend coba kalian systemnya jadi drivernya enak nya sameday jarak dri cibinong sampai jaktim argo gmna haus main food tiba tiba spx kan aneh
"Tolong di pengaturan akun ada opsi ganti username, terimakasih atas perhatiannya",5,2026-04-14 10:33:51,Positif,tolong di pengaturan akun ada opsi ganti username terimakasih atas perhatiannya,tolong atur akun opsi ganti username terimakasih atas perhati
bagus,3,2026-04-14 10:32:44,Netral,bagus,bagus
kebanyakan iklan disemua aplikasi,1,2026-04-14 10:32:05,Negatif,kebanyakan iklan disemua aplikasi,banyak iklan semua
mantap,5,2026-04-14 10:30:27,Positif,mantap,bagus
mantab betul,5,2026-04-14 10:28:53,Positif,mantab betul,mantab betul
udah bagus kurang notif aja sih coba kalo ada notif barang yg udah habis bisa dikasih notif kalo barang udah ready pasti sangat membantu,5,2026-04-14 10:26:29,Positif,udah bagus kurang notif aja sih coba kalo ada notif barang yg udah habis bisa dikasih notif kalo barang udah ready pasti sangat membantu,bagus kurang notif sih coba kalo notif barang habis kasih notif kalo barang ready pasti bantu
bagus,5,2026-04-14 10:24:45,Positif,bagus,bagus
"bisa cari banyak barang dengan banyak pilihan, harga bersaing dan free ongkir",5,2026-04-14 10:24:07,Positif,bisa cari banyak barang dengan banyak pilihan harga bersaing dan free ongkir,cari banyak barang banyak pilih harga saing free ongkir
saya suka,5,2026-04-14 10:21:09,Positif,saya suka,suka
terimakasih kepada semua pihak shopee.. saya terbantu masalah ekonomi dan berkerjaan.. allhamdulilah,5,2026-04-14 10:19:27,Positif,terimakasih kepada semua pihak shopee saya terbantu masalah ekonomi dan berkerjaan allhamdulilah,terimakasih kepada semua pihak bantu masalah ekonomi kerja allhamdulilah
"saran sedikit untuk shopee indonesia, supaya mencantumkan nomor telepon kurir di data pelacakan pengiriman barang, seperti apk tokop*d*a. karena terkadang barang kembali namun kurir tidak ada telepon ataupun menghubungi penerima. dan bahkan sering kurir menitipkan barang tanpa konfirmasi. terima kasih",4,2026-04-14 10:19:23,Positif,saran sedikit untuk shopee indonesia supaya mencantumkan nomor telepon kurir di data pelacakan pengiriman barang seperti apk tokop d a karena terkadang barang kembali namun kurir tidak ada telepon ataupun menghubungi penerima dan bahkan sering kurir menitipkan barang tanpa konfirmasi terima kasih,saran sedikit indonesia cantum nomor telepon kurir data lacak kirim barang seperti apk tokop terkadang barang kembali kurir telepon atau hubung terima bahkan sering kurir titip barang tanpa konfirmasi terima kasih
saya Kash bintang 5,5,2026-04-14 10:17:19,Positif,saya kash bintang,kash bintang
okeyy,5,2026-04-14 10:16:46,Positif,okeyy,okeyy
"apk nya bagus, tapi akhir akhir ini pengiriman spx nya lamban bgt .. dan jadi males kalo mau belanja lagi ..",2,2026-04-14 10:12:53,Negatif,apk nya bagus tapi akhir akhir ini pengiriman spx nya lamban bgt dan jadi males kalo mau belanja lagi,apk nya bagus akhir akhir kirim spx nya lamban banget jadi males kalo ingin belanja
"ya, terimakasih shopee .berkat shopee saya jadi lebih mudah berbelanja.walaupun tokoh jauh terasah dekat.",5,2026-04-14 10:11:31,Positif,ya terimakasih shopee berkat shopee saya jadi lebih mudah berbelanja walaupun tokoh jauh terasah dekat,ya terimakasih berkat jadi mudah belanja walaupun tokoh jauh asah dekat
perlu ada perbaikan di kata kunci nyari apa keluarnya apa,1,2026-04-14 10:10:58,Negatif,perlu ada perbaikan di kata kunci nyari apa keluarnya apa,perlu baik kata kunci nyari keluar
sangat membantu untuk membeli yang diperlukan,5,2026-04-14 10:07:48,Positif,sangat membantu untuk membeli yang diperlukan,bantu beli perlu
sangat puas pelayanan yg bagus barang sampai sesuai jadwal,5,2026-04-14 10:06:14,Positif,sangat puas pelayanan yg bagus barang sampai sesuai jadwal,puas layan bagus barang sampai sesuai jadwal
goood,5,2026-04-14 10:04:43,Positif,goood,goood
Mantull...Lriss mniss tanjung kimpul duit abiss brang tak gumpul...😝,5,2026-04-14 10:03:37,Positif,mantull lriss mniss tanjung kimpul duit abiss brang tak gumpul,mantull lriss mniss tanjung kimpul duit abiss brang tak gumpul
"baik lancar,semangat,tingkat,kan,untuk pelanggan,setia",5,2026-04-14 10:01:15,Positif,baik lancar semangat tingkat kan untuk pelanggan setia,baik lancar semangat tingkat kan langgan setia
😘😘😘😘😘,5,2026-04-14 09:59:43,Positif,,
"aplikasi penjajah buat para driver,itu kalo shopee ada kantor di bandung,pasti sudah di kepung driver sebandung raya",1,2026-04-14 09:58:00,Negatif,aplikasi penjajah buat para driver itu kalo shopee ada kantor di bandung pasti sudah di kepung driver sebandung raya,jajah para driver kalo kantor bandung pasti kepung driver bandung raya
mantap,5,2026-04-14 09:55:21,Positif,mantap,bagus
"kali ini sy sangat kecewa bgt sama shopee,beli hp ditoko Aurora loka, dikirim hp refurbish udah gt hp rusak lg ga bisa pake kartu SIM,coba minta pengembalian barang ga bisa,klaim garansi jg ga bisa,dengan berbagai dalih penjual sengaja mengulur waktu dari tgl 8 -13 sampai laporan shopee dinyatakan selesai,biar saya ga bisa klaim garansi,harusnya shopee tau dong dari riwayat chat sy dgn penjual belum ada titik temu,ko bisa dinyatakan selesai",1,2026-04-14 09:54:01,Negatif,kali ini sy sangat kecewa bgt sama shopee beli hp ditoko aurora loka dikirim hp refurbish udah gt hp rusak lg ga bisa pake kartu sim coba minta pengembalian barang ga bisa klaim garansi jg ga bisa dengan berbagai dalih penjual sengaja mengulur waktu dari tgl sampai laporan shopee dinyatakan selesai biar saya ga bisa klaim garansi harusnya shopee tau dong dari riwayat chat sy dgn penjual belum ada titik temu ko bisa dinyatakan selesai,kali kecewa banget beli hp toko aurora loka kirim hp refurbish gt hp rusak pake kartu sim coba minta kembali barang klaim garansi bagai dalih jual sengaja ulur waktu tgl sampai lapor nyata selesai biar klaim garansi harus tau dong riwayat chat jual titik temu ko nyata selesai
oke,5,2026-04-14 09:52:35,Positif,oke,oke
sangat suka krn mengutamakan kenyamanan dan keamaanan produk,5,2026-04-14 09:52:25,Positif,sangat suka krn mengutamakan kenyamanan dan keamaanan produk,suka utama nyaman keamaanan produk
cs shopee tidak mau tanggapi saya jadi saya balas bintang 1 disini saja,1,2026-04-14 09:50:07,Negatif,cs shopee tidak mau tanggapi saya jadi saya balas bintang disini saja,cs ingin tanggap jadi balas bintang sini
top puasssss,5,2026-04-14 09:47:29,Positif,top puasssss,top puasssss
"pokoknya rekomendasi banget,. terimakasih shopee",5,2026-04-14 09:46:58,Positif,pokoknya rekomendasi banget terimakasih shopee,pokok rekomendasi terimakasih
terjamin dan terpercaya pelayanannya,5,2026-04-14 09:46:57,Positif,terjamin dan terpercaya pelayanannya,jamin percaya layan
"aplikasi cukup bagus dan mudah di gunakan ya,banyak fitur menarik ta Pi saya sangat kecewa dengan sistem expedisinya kenapa sering salah input dengan milik punya orang lain, jadinya kan ribet",3,2026-04-14 09:41:06,Netral,aplikasi cukup bagus dan mudah di gunakan ya banyak fitur menarik ta pi saya sangat kecewa dengan sistem expedisinya kenapa sering salah input dengan milik punya orang lain jadinya kan ribet,cukup bagus mudah guna ya banyak fitur tarik ta pi kecewa sistem expedisinya sering salah input milik punya orang lain jadi kan rumit
bintang yg bebicara,5,2026-04-14 09:39:28,Positif,bintang yg bebicara,bintang bebicara
"cepat,tepat sesuai pesanan.... bagi konsumen Baru cari yg Bintang d atas 4,9 y.....",5,2026-04-14 09:38:17,Positif,cepat tepat sesuai pesanan bagi konsumen baru cari yg bintang d atas y,cepat tepat sesuai pesan konsumen baru cari bintang atas
"barang sesuai gambar , ulasan produk terbuktikanproses cepat toko jaga kwalitas pelayanan sangat amanah trimakasih",5,2026-04-14 09:37:32,Positif,barang sesuai gambar ulasan produk terbuktikanproses cepat toko jaga kwalitas pelayanan sangat amanah trimakasih,barang sesuai gambar ulas produk terbuktikanproses cepat toko jaga kwalitas layan amanah trimakasih
Shopee mantap,5,2026-04-14 09:35:10,Positif,shopee mantap,bagus
kalau bisa ongkirnya d turunin lagi pre ongkirnya d perbanyak,5,2026-04-14 09:34:51,Positif,kalau bisa ongkirnya d turunin lagi pre ongkirnya d perbanyak,ongkirnya turunin pre ongkirnya banyak
"sangat puas dengan aplikasinya, udah berapa tahun saya pakai tdak pernah mengecewakan, dan saya udah tidak repot"" ke toko belanja selama ada shopee",5,2026-04-14 09:30:29,Positif,sangat puas dengan aplikasinya udah berapa tahun saya pakai tdak pernah mengecewakan dan saya udah tidak repot ke toko belanja selama ada shopee,puas aplikasi berapa tahun pakai tdak kecewa repot toko belanja lama
Lebih mudah dan cepat,5,2026-04-14 09:27:00,Positif,lebih mudah dan cepat,mudah cepat
"IKLAN LO DI WATTPAD GANGGU BANGET, SUMPAH. orang lagi baca juga. buku udah mahal, orang-orang pada miskin, ada aplikasi bacaan bagus lo malahan nyempil, MAKSA masuk ke aplikasi lagi. dunia udah tahu kali kalau lu tuh ada. caper banget.",1,2026-04-14 09:26:05,Negatif,iklan lo di wattpad ganggu banget sumpah orang lagi baca juga buku udah mahal orang orang pada miskin ada aplikasi bacaan bagus lo malahan nyempil maksa masuk ke aplikasi lagi dunia udah tahu kali kalau lu tuh ada caper banget,iklan wattpad ganggu sumpah orang baca buku mahal orang orang miskin baca bagus malah nyempil maksa masuk dunia tahu kali tuh caper
puas bangat kirirnya jg baik bangat,5,2026-04-14 09:26:01,Positif,puas bangat kirirnya jg baik bangat,puas bangat kirirnya baik bangat
kalau produk tidak bisa di akses jangan di tampilkan,1,2026-04-14 09:23:04,Negatif,kalau produk tidak bisa di akses jangan di tampilkan,produk akses jangan tampil
barang yang dijual sesuai yg tertera di apk,4,2026-04-14 09:21:49,Positif,barang yang dijual sesuai yg tertera di apk,barang jual sesuai tera apk
"shopee memang bagus tp pelayanan ekspedisinya nol pesan kipas berhari2 gak sampe2 ternyata memang ada ada d gudang kurirnya males nganter, sekarang pesan ban motor harusnya sudah sampe ternyata barang masih d gudang juga gak d kirim2 kapokkk belanja d shopee, mending d tiktok aja pengiriman jnt cepat secepat kilat tolong ya shopee ekspedisinya d perbaiki",1,2026-04-14 09:20:19,Negatif,shopee memang bagus tp pelayanan ekspedisinya nol pesan kipas berhari gak sampe ternyata memang ada ada d gudang kurirnya males nganter sekarang pesan ban motor harusnya sudah sampe ternyata barang masih d gudang juga gak d kirim kapokkk belanja d shopee mending d tiktok aja pengiriman jnt cepat secepat kilat tolong ya shopee ekspedisinya d perbaiki,memang bagus tapi layan ekspedisi nol pesan kipas hari sampai nyata memang gudang kurir males nganter sekarang pesan ban motor harus sampai nyata barang gudang kirim kapokkk belanja mending tiktok kirim jnt cepat cepat kilat tolong ya ekspedisi baik
