review_asli,review_clean,review_normalized,rating,label,tanggal
sangat puas ok.barang nya bagus.,sangat puas ok barang nya bagus,sangat puas ok barang nya bagus,5,Positif,2026-04-14 14:21:52
good apk,good apk,good apk,5,Positif,2026-04-14 14:18:21
mantap sata sudah lama penguna shopeeee,mantap sata sudah lama penguna shopeeee,bagus/memuaskan sata sudah lama penguna shopeeee,5,Positif,2026-04-14 14:17:10
"hati pakai shopee ini pengembalian barang dan dana gak jelas,kurir spx nya juga gak jelas,hati hati,klo cod cek dulu nanti pengembalian dipersulit",hati pakai shopee ini pengembalian barang dan dana gak jelas kurir spx nya juga gak jelas hati hati klo cod cek dulu nanti pengembalian dipersulit,hati pakai shopee ini pengembalian barang dan dana tidak jelas kurir spx nya juga tidak jelas hati hati kalau Cash on Delivery (bayar di tempat) cek dulu nanti pengembalian dipersulit,1,Negatif,2026-04-14 14:15:59
suka bgt,suka bgt,suka banget,5,Positif,2026-04-14 14:15:07
"sangat baik belanja di shopeeeee,Jan lupa banyakin fre ongkir lagi ya🤣",sangat baik belanja di shopeeeee jan lupa banyakin fre ongkir lagi ya,sangat baik belanja di shopeeeee jan lupa banyakin fre ongkos kirim lagi ya,5,Positif,2026-04-14 14:13:17
"puas banget, amanah",puas banget amanah,puas banget amanah,5,Positif,2026-04-14 14:10:20
seru,seru,seru,5,Positif,2026-04-14 14:08:47
kurir profesional dan ramah 🙏👍,kurir profesional dan ramah,kurir profesional dan ramah,5,Positif,2026-04-14 14:07:00
Ok,ok,ok,5,Positif,2026-04-14 14:06:52
"dr semua apk jual beli,, saya paling suka shopee d banding yg lain,, tp mungkin sebentar lg mw berpisah sama shopee,, terima kasih shopee selama ini sy selalu membeli semua yg sy butuhkan d shopee,, terima kasih jg voucer"" ny,, segala kemudahan ny,, terima kasih,,",dr semua apk jual beli saya paling suka shopee d banding yg lain tp mungkin sebentar lg mw berpisah sama shopee terima kasih shopee selama ini sy selalu membeli semua yg sy butuhkan d shopee terima kasih jg voucer ny segala kemudahan ny terima kasih,dari semua apk jual beli saya paling suka shopee d banding yg lain tapi mungkin sebentar sedang/lagi mw berpisah sama shopee terima kasih shopee selama ini sy selalu membeli semua yg sy butuhkan d shopee terima kasih juga voucer ny segala kemudahan ny terima kasih,5,Positif,2026-04-14 14:05:36
"pengiriman cepat,kurir nya ramah ,.....terimakasih shopee",pengiriman cepat kurir nya ramah terimakasih shopee,pengiriman cepat kurir nya ramah terimakasih shopee,5,Positif,2026-04-14 13:59:53
mantap pokok nya,mantap pokok nya,bagus/memuaskan pokok nya,5,Positif,2026-04-14 13:59:14
terjamin segala transaksi,terjamin segala transaksi,terjamin segala transaksi,5,Positif,2026-04-14 13:58:14
aplikasi ini sangat fleksibel untuk berbelanja,aplikasi ini sangat fleksibel untuk berbelanja,aplikasi ini sangat fleksibel untuk berbelanja,5,Positif,2026-04-14 13:56:54
murah meriah barang nya,murah meriah barang nya,murah meriah barang nya,5,Positif,2026-04-14 13:55:25
"aku penggune shope, tetapi saat membuka apk lain banyak iklan shope yang sangat mengganggu dan harus nunggu lama kalo mau skip iklannya, tolong ya min itu dikurangin deh iklan shopenya",aku penggune shope tetapi saat membuka apk lain banyak iklan shope yang sangat mengganggu dan harus nunggu lama kalo mau skip iklannya tolong ya min itu dikurangin deh iklan shopenya,aku penggune shope tetapi saat membuka apk lain banyak iklan shope yang sangat mengganggu dan harus nunggu lama kalau mau skip iklannya tolong ya min itu dikurangin partikel penegas iklan shopenya,3,Netral,2026-04-14 13:55:18
cukup memenuhi syarat sebagai aplikasi launcher,cukup memenuhi syarat sebagai aplikasi launcher,cukup memenuhi syarat sebagai aplikasi launcher,5,Positif,2026-04-14 13:54:21
udah ini terakhir pakai apk Shopee pengiriman telat mulu paket sering gak gerak gerak bahkan sampe 5 hari gaada perubahan status 😒😒 enakan pesan di tiktok,udah ini terakhir pakai apk shopee pengiriman telat mulu paket sering gak gerak gerak bahkan sampe hari gaada perubahan status enakan pesan di tiktok,sudah ini terakhir pakai apk shopee pengiriman telat mulu paket sering tidak gerak gerak bahkan sampe hari gaada perubahan status enakan pesan di tiktok,1,Negatif,2026-04-14 13:53:53
shope gak jelas gak sesuai harapan yang di tentukan,shope gak jelas gak sesuai harapan yang di tentukan,shope tidak jelas tidak sesuai harapan yang di tentukan,1,Negatif,2026-04-14 13:51:35
banyak bebas ongkir nya,banyak bebas ongkir nya,banyak bebas ongkos kirim nya,5,Positif,2026-04-14 13:50:40
cepet,cepet,cepet,5,Positif,2026-04-14 13:48:15
good job,good job,good job,5,Positif,2026-04-14 13:46:18
hati hati banyak penipuan,hati hati banyak penipuan,hati hati banyak penipuan,1,Negatif,2026-04-14 13:46:12
sekarang kalo mau ngajuin pengembalian barang upload video nya lama terus sering ngeleg.,sekarang kalo mau ngajuin pengembalian barang upload video nya lama terus sering ngeleg,sekarang kalau mau ngajuin pengembalian barang upload video nya lama terus sering ngeleg,3,Netral,2026-04-14 13:44:23
"recomendasi, potongan harga buat saya belanja banyak. Terima kasih ya👍",recomendasi potongan harga buat saya belanja banyak terima kasih ya,recomendasi potongan harga untuk saya belanja banyak terima kasih ya,5,Positif,2026-04-14 13:41:11
sangat puas,sangat puas,sangat puas,5,Positif,2026-04-14 13:39:43
bisa Kurir SPX gambut Kalsel atas nama Malik pecat saja. itu kurir bermasalah dan ga berguna. paket saya ga pernah sampai rumah. saya terus yang ngambil ke kantor SPXnya.,bisa kurir spx gambut kalsel atas nama malik pecat saja itu kurir bermasalah dan ga berguna paket saya ga pernah sampai rumah saya terus yang ngambil ke kantor spxnya,bisa kurir spx gambut kalsel atas nama malik pecat saja itu kurir bermasalah dan tidak berguna paket saya tidak pernah sampai rumah saya terus yang ngambil ke kantor spxnya,3,Netral,2026-04-14 13:39:04
spx ekspedisi paling lelet🔥,spx ekspedisi paling lelet,spx ekspedisi paling lelet,1,Negatif,2026-04-14 13:37:17
"KENAPA SHOPEEFOOD METODE PEMBAYARAN SHOPEEPAY NYA GA ADA PIN NYA?? HARUSNYA DIADAIN POLA/ PIN/SANDI BIAR GADA RESIKO KEPENCET LALU TERLANJUR ORDER & GABISA BATALIN ORDERAN??!! Apalagi menu batalinnya cuma beberapa detik aja, kalo gitu mah merugikan sebelah pihak!!!!",kenapa shopeefood metode pembayaran shopeepay nya ga ada pin nya harusnya diadain pola pin sandi biar gada resiko kepencet lalu terlanjur order gabisa batalin orderan apalagi menu batalinnya cuma beberapa detik aja kalo gitu mah merugikan sebelah pihak,kenapa shopeefood metode pembayaran shopeepay nya tidak ada pin nya harusnya diadain pola pin sandi biar gada resiko kepencet lalu terlanjur order gabisa batalin orderan apalagi menu batalinnya cuma beberapa detik saja kalau gitu mah merugikan sebelah pihak,1,Negatif,2026-04-14 13:35:30
ok,ok,ok,5,Positif,2026-04-14 13:34:15
jelek tida sesuatu dengan barang yg di pesan,jelek tida sesuatu dengan barang yg di pesan,jelek tida sesuatu dengan barang yg di pesan,1,Negatif,2026-04-14 13:34:10
ok,ok,ok,5,Positif,2026-04-14 13:32:54
baguss juga sih tapi kenapa punya gaada gratis ongkir nya atau karna saya ni orang Aceh jauh jadi gara gara itu gaada gratis ongkir nya,baguss juga sih tapi kenapa punya gaada gratis ongkir nya atau karna saya ni orang aceh jauh jadi gara gara itu gaada gratis ongkir nya,baguss juga partikel penegas tapi kenapa punya gaada gratis ongkos kirim nya atau karena saya ni orang aceh jauh jadi gara gara itu gaada gratis ongkos kirim nya,5,Positif,2026-04-14 13:29:51
"Shopee benar-benar jadi salah satu platform belanja online favorit saya. Aplikasinya mudah digunakan, pilihan produknya sangat lengkap, dan sering ada promo menarik seperti gratis ongkir serta diskon besar. Proses pembayaran juga fleksibel dan aman, mulai dari transfer bank hingga e-wallet. Selain itu, pengiriman relatif cepat dan fitur pelacakan pesanan sangat membantu. Layanan pelanggan Shopee juga responsif ketika ada kendala. Overall, pengalaman belanja di Shopee sangat praktis dan memuaskan",shopee benar benar jadi salah satu platform belanja online favorit saya aplikasinya mudah digunakan pilihan produknya sangat lengkap dan sering ada promo menarik seperti gratis ongkir serta diskon besar proses pembayaran juga fleksibel dan aman mulai dari transfer bank hingga e wallet selain itu pengiriman relatif cepat dan fitur pelacakan pesanan sangat membantu layanan pelanggan shopee juga responsif ketika ada kendala overall pengalaman belanja di shopee sangat praktis dan memuaskan,shopee benar benar jadi salah satu platform belanja online favorit saya aplikasinya mudah digunakan pilihan produknya sangat lengkap dan sering ada promosi/diskon menarik seperti gratis ongkos kirim serta diskon besar proses pembayaran juga fleksibel dan aman mulai dari transfer bank hingga e wallet selain itu pengiriman relatif cepat dan fitur pelacakan pesanan sangat membantu layanan pelanggan shopee juga responsif ketika ada kendala overall pengalaman belanja di shopee sangat praktis dan memuaskan,5,Positif,2026-04-14 13:27:56
cukup puas,cukup puas,cukup puas,5,Positif,2026-04-14 13:27:47
kok masukan metode pembayaran tak bisa..,kok masukan metode pembayaran tak bisa,kok masukan metode pembayaran tak bisa,5,Positif,2026-04-14 13:27:06
"Sudah jelas pakai aplikasi resmi, tdi d baca sistem pakai yang bajakan ...",sudah jelas pakai aplikasi resmi tdi d baca sistem pakai yang bajakan,sudah jelas pakai aplikasi resmi tdi d baca sistem pakai yang bajakan,1,Negatif,2026-04-14 13:26:27
terbaik,terbaik,terbaik,5,Positif,2026-04-14 13:24:48
Keren lah shopee matap juGa,keren lah shopee matap juga,keren lah shopee matap juga,5,Positif,2026-04-14 13:23:52
Sangat sangat gaksuka sekarang udah aku perbarui lelet nya mintaampun mana pihak aplikasi tolong diperbaiki dilunya bagus sekarang gaklagi,sangat sangat gaksuka sekarang udah aku perbarui lelet nya mintaampun mana pihak aplikasi tolong diperbaiki dilunya bagus sekarang gaklagi,sangat sangat gaksuka sekarang sudah aku perbarui lelet nya mintaampun mana pihak aplikasi tolong diperbaiki dilunya bagus sekarang gaklagi,5,Positif,2026-04-14 13:23:40
"kecewa berat aku, alamat dah bener dan dah sesuai masih aja salah, apalagi kurir nya, bukan nya bertanya sama orang orang sekitar, udah di benerin nomor HP sama alamat pun masih nyasar aja tu kurir",kecewa berat aku alamat dah bener dan dah sesuai masih aja salah apalagi kurir nya bukan nya bertanya sama orang orang sekitar udah di benerin nomor hp sama alamat pun masih nyasar aja tu kurir,kecewa berat aku alamat sudah bener dan sudah sesuai masih saja salah apalagi kurir nya bukan nya bertanya sama orang orang sekitar sudah di benerin nomor hp sama alamat pun masih nyasar saja tu kurir,1,Negatif,2026-04-14 13:23:26
bsgus,bsgus,bsgus,4,Positif,2026-04-14 13:22:14
very good,very good,very good,5,Positif,2026-04-14 13:21:21
ok,ok,ok,5,Positif,2026-04-14 13:19:41
iklannya maksa bgt,iklannya maksa bgt,iklannya maksa banget,1,Negatif,2026-04-14 13:19:27
"Ongkir paling murah,harga lumayan miring dari yg lain nya dan sangat cepat pengirimannya",ongkir paling murah harga lumayan miring dari yg lain nya dan sangat cepat pengirimannya,ongkos kirim paling murah harga lumayan miring dari yg lain nya dan sangat cepat pengirimannya,5,Positif,2026-04-14 13:19:22
mudah mebeli barang baguss,mudah mebeli barang baguss,mudah mebeli barang baguss,5,Positif,2026-04-14 13:19:08
"ganggu, iklan dimanamana",ganggu iklan dimanamana,ganggu iklan dimanamana,1,Negatif,2026-04-14 13:18:54
good,good,good,5,Positif,2026-04-14 13:16:47
belanja cukup dari rumah aja.,belanja cukup dari rumah aja,belanja cukup dari rumah saja,5,Positif,2026-04-14 13:16:13
kurir berbohong tidak mengirimkan pesanan ke lokasi dengan memberikan bukti foto rumah orang lain dengan alasan pemesan tidak ada di rumah sedangkan pemesan menunggu seharian paket tersebut karena akan dibawa pulang kampung,kurir berbohong tidak mengirimkan pesanan ke lokasi dengan memberikan bukti foto rumah orang lain dengan alasan pemesan tidak ada di rumah sedangkan pemesan menunggu seharian paket tersebut karena akan dibawa pulang kampung,kurir berbohong tidak mengirimkan pesanan ke lokasi dengan memberikan bukti foto rumah orang lain dengan alasan pemesan tidak ada di rumah sedangkan pemesan menunggu seharian paket tersebut karena akan dibawa pulang kampung,1,Negatif,2026-04-14 13:11:58
"Sangat buruk, kurir tidak bisa menemukan nomor customer padahal nomornya sudah sesuai, menyusahkan kurir dan customer",sangat buruk kurir tidak bisa menemukan nomor customer padahal nomornya sudah sesuai menyusahkan kurir dan customer,sangat buruk kurir tidak bisa menemukan nomor customer padahal nomornya sudah sesuai menyusahkan kurir dan customer,1,Negatif,2026-04-14 13:11:34
mantap,mantap,bagus/memuaskan,5,Positif,2026-04-14 13:09:45
"tanpa ada angin dan hujan tiba-tiba saya kena tagihan Spinjam, sudah 6 bulan saya terus di tagih sampai belasan kali sehari saya di telfon dengan nomor yang berbeda-beda. sudah mencoba hubungi CS tapi responnya cuma AI. dasar aplikasi anj*Ng. orang gak pernah minjam malah kena tagihan pinjaman. semoga cepat bangkrut. amin",tanpa ada angin dan hujan tiba tiba saya kena tagihan spinjam sudah bulan saya terus di tagih sampai belasan kali sehari saya di telfon dengan nomor yang berbeda beda sudah mencoba hubungi cs tapi responnya cuma ai dasar aplikasi anj ng orang gak pernah minjam malah kena tagihan pinjaman semoga cepat bangkrut amin,tanpa ada angin dan hujan tiba tiba saya kena tagihan spinjam sudah bulan saya terus di tagih sampai belasan kali sehari saya di telfon dengan nomor yang berbeda beda sudah mencoba hubungi cs tapi responnya cuma ai dasar aplikasi anj ng orang tidak pernah minjam malah kena tagihan pinjaman semoga cepat bangkrut amin,1,Negatif,2026-04-14 13:08:06
sangat bisa di percaya dan diandalkan,sangat bisa di percaya dan diandalkan,sangat bisa di percaya dan diandalkan,5,Positif,2026-04-14 13:07:20
"sekarang biaya penanganan, dan biaya layanan terlalu memberatkan, di hitung sama harga produk sama aja beli di toko biasa ga ada beda nya",sekarang biaya penanganan dan biaya layanan terlalu memberatkan di hitung sama harga produk sama aja beli di toko biasa ga ada beda nya,sekarang biaya penanganan dan biaya layanan terlalu memberatkan di hitung sama harga produk sama saja beli di toko biasa tidak ada beda nya,3,Netral,2026-04-14 13:07:12
Bagus dan Menolong Banget Keuangan Saya,bagus dan menolong banget keuangan saya,bagus dan menolong banget keuangan saya,5,Positif,2026-04-14 13:04:45
"aplikasinya sih ok ... cuma tiba² dapet chat wa dari kurir yang mau kirim paket katanya paketnya dibatalkan karena nomor resinya beda ... padahal udah di bayar tapi kata kurir,paketnya COD ... terus juga costumer service nya berbelit² ... ga jelas ... ya udah kalo emang duitnya ga bisa dibalikin gpp ... eh .. akun gue di blokir dong .. padahal yang salah sono .. ya udah gue juga jadi males mau belanja disini ...",aplikasinya sih ok cuma tiba dapet chat wa dari kurir yang mau kirim paket katanya paketnya dibatalkan karena nomor resinya beda padahal udah di bayar tapi kata kurir paketnya cod terus juga costumer service nya berbelit ga jelas ya udah kalo emang duitnya ga bisa dibalikin gpp eh akun gue di blokir dong padahal yang salah sono ya udah gue juga jadi males mau belanja disini,aplikasinya partikel penegas ok cuma tiba dapet chat wa dari kurir yang mau kirim paket katanya paketnya dibatalkan karena nomor resinya beda padahal sudah di bayar tapi kata kurir paketnya Cash on Delivery (bayar di tempat) terus juga costumer service nya berbelit tidak jelas ya sudah kalau memang duitnya tidak bisa dibalikin gpp eh akun gue di blokir saja (partikel penegas) padahal yang salah sono ya sudah gue juga jadi males mau belanja disini,2,Negatif,2026-04-14 13:04:39
makin kesini makin aneh masa verifikasi umur harus lewat spaylater 😂😂😂,makin kesini makin aneh masa verifikasi umur harus lewat spaylater,makin kesini makin aneh masa verifikasi umur harus lewat spaylater,1,Negatif,2026-04-14 13:03:56
fitur reply AI bot sama sekali tidak membantu saya sebagai pembeli. Kalau sampai menggunakan kolom chat berarti perlu komunikasi langsung dengan seller bukan bot menyebalkan banyak omong so tau itu🙂,fitur reply ai bot sama sekali tidak membantu saya sebagai pembeli kalau sampai menggunakan kolom chat berarti perlu komunikasi langsung dengan seller bukan bot menyebalkan banyak omong so tau itu,fitur reply ai bot sama sekali tidak membantu saya sebagai pembeli kalau sampai menggunakan kolom chat berarti perlu komunikasi langsung dengan penjual bukan bot menyebalkan banyak omong so tau itu,1,Negatif,2026-04-14 13:02:01
