review,rating,tanggal
"selama berbelanja di shopee gak pernah nyesel ,ada banyak barang yang unik yang bikin hidup praktis,dari yg 10 ribuan sampai 100 ribu,worth it semua asal pinter milih toko Sebagai emak- emak tim mandang- mending shopee andalanku, banyak barang rumah tangga yang murah tapi pungsi maksimal Udah aku buktikan sendiri , dulu aku mikir berbelanja online rawan ketipu tapi pas Nemu shopee kalau kita teliti pilih toko bintang 5 baca ulasan aman Banget 90% kebutuhanku ada disini hemat waktu hemat tenaga",5,2026-04-14 05:07:41
ok lah,5,2026-04-14 05:06:41
baguss,5,2026-04-14 05:06:10
sangat membantu,5,2026-04-14 05:05:42
bagus,5,2026-04-14 05:04:14
"pengiriman lama,padahal barang sudah sampai di gudang tujuan dan status kurir sidah di tugaskan",1,2026-04-14 05:02:47
saya kurang senang sekarang kurir nya shopee banyak yg ga bener dalam pengantaran barang,1,2026-04-14 05:01:39
baru mulai lagi belanja mengunakan shopee indonesia ok lah menurut saya cuman kalau shopee saya biasanya kalau udah ada yang cod mau cod lagi gak bisa.,5,2026-04-14 05:00:26
bagus brgnya...sesuai pesanan,5,2026-04-14 04:59:40
puas untuk pengembalian dana sngt cept,5,2026-04-14 04:58:26
"Shopee selalu tepat waktu, dan paket sampai dalam kondisi bagus",5,2026-04-14 04:57:14
aplikasi nya bagus,5,2026-04-14 04:54:02
baik,5,2026-04-14 04:53:57
lancar,5,2026-04-14 04:50:39
mantappp,5,2026-04-14 04:50:15
saya suka sama shopee sekarang,5,2026-04-14 04:47:08
"shopee sekarang kok lelet banget soal pengiriman,yg biasa 7/10 hari.ini jadi 2 mingguan, ada yg lebih.apalagi barang pesanan selalu pecah/rusak,meski dah dtambah bublewarp. tolong dong diperbaiki lagi soal ekspedisi dan pelayanan nya.",3,2026-04-14 04:45:06
bagus banget sekarang beli apa aja jadi lebih gampang semenjak ada shopee semangat terus shopee,5,2026-04-14 04:44:42
"baru buka aplikasi langsung disodorkan video membuat hp bug leg dan eror tolong jangan memaksakan konsumen untuk menonton video yang gak berguna,malah mengganggu",1,2026-04-14 04:43:41
"bagus banyak barang diskon,perbanyak lagi diskon2nya",5,2026-04-14 04:41:18
iklan kebanyakan,1,2026-04-14 04:40:57
"udh diupdate tetap aja lemot banget, ngebug",1,2026-04-14 04:35:36
aplikasi saya terhapus tanpa sengaja..sy donlod LG ke pay store dgn no telepon yg sama tp tidak bisa cek out.. karena no hp sudah di gunakan sebelum nya.. bagaimana cara nya karena sy punya no telfon satu saja,4,2026-04-14 04:34:32
akhir akhir ini pesanan sering stuck lebih dari seminggu kelewat dari batas kirim dan akhirnya pesanan pun gak jadi di kirim juga males banget sekarang pakai Shopee kalau jadi kek gini,5,2026-04-14 04:34:12
biar lebih mudah nembeli,5,2026-04-14 04:33:13
aplikasi belanja online yang sangat mudah dan pesanan yang di kirim cocok,5,2026-04-14 04:32:14
sangat baik,5,2026-04-14 04:32:05
mantap Rp 1,5,2026-04-14 04:30:02
mantaap,5,2026-04-14 04:27:52
"sy sangat kecewa dgn Shopee, knp kemarin malam jam 02.04 sy co obat penurun bb 1 item harga 73rb, tp pas lihat pengemasan ada 5 item produ penurun BB dgn nama seller yg berbeda, ada yg co hara obat penurun bb sampai 900rb, pas dilihat waktu pemesanan jam 23.06 saat sy sdg terlelap tidur dan HP dimatikan,sy sdh chat cs Shopee katanya itu obrolan berbahaya lalu sy mau gadu kmn?kan sy co pake apk Shopee,tolong Shopee dicek takutnya ada hacker krn tetangga sy jg pernah mengalami hal yg sama",1,2026-04-14 04:25:47
bagus,5,2026-04-14 04:25:40
"sangat bagus,sangat membantu,banyak sekali pilihannya apapun ada dishopee harga sangat terjangkau",5,2026-04-14 04:25:31
iklan nya ngenganggu banget ke aplikasi lain!!!,1,2026-04-14 04:23:15
kualitas bagus kurir ramah,5,2026-04-14 04:20:58
amanah sekalii,5,2026-04-14 04:17:32
Layanan yang sangat baik,5,2026-04-14 04:16:39
bagus,5,2026-04-14 04:16:17
"makin kesini makin berat di hp,, sering bikin hp hang,restart sendiri,,padahal ram hp 8 gb,, terlalu banyak di tambahi fitur2 ga jelas,,",3,2026-04-14 04:14:55
"Kecewa dengan sistem Shopee. Paket diretur tanpa permintaan saya dan tanpa konfirmasi yang jelas. Jadwal pengiriman berubah sepihak, dan akhirnya saya dirugikan karena saya sudah menunggu paketnya. Ini bukan kesalahan kurir, tapi sistem yang bermasalah. Mohon diperbaiki.",1,2026-04-14 04:13:07
sesuai barang dan harga..layanan kurir is the best,5,2026-04-14 04:09:25
ukuran 1 GB lebih. 1. Jelajah halaman apapun lama loading nya.Padahal sinyal bagus. 2.Map tidak sesuai dgn keberadaan paket/kurir yang mengantar .Mohon perbaiki Map lokasinya.Dari pertama saya pakai 2022 - sekarang belum ada perubahan.,3,2026-04-14 04:09:00
pihak devlop nya kurnag konsisten sama pembeli ketika seller menjual barang tidak sesuai gambar..lalu pembeli mengasi sedikit kritik..malah di sembunyikan..itu akan mbuat pelanggan sangat benci ..karena marak sekali tidak sesuai gambar ..saya lbih dari 4x dan saya baru kritik sekali tapi di sembunyikan..kalau terus begitu..fix apps kalian tidak akan maju,3,2026-04-14 04:08:40
"kenapa sekarang""saya g bisa chekout menggunakan spaylater..mohon jawabannya padahal saya g punya tunggakan yg belum d bayar padahal limit udah besar mohon bantuannya dari mana masalahnya tolong d periksa",5,2026-04-14 04:07:08
bagus benget apk nya,5,2026-04-14 04:05:27
aplikasi pemerasan ga sehat dan ga masuk akal,2,2026-04-14 04:05:22
sangat bermanfaaat.....,5,2026-04-14 04:04:51
saya mau mendaftar agen shopee anda,5,2026-04-14 04:02:56
bagus,5,2026-04-14 04:02:33
sangat membantu,5,2026-04-14 04:00:19
mantap,5,2026-04-14 03:59:20
"Sangat kecewa dengan layanan Shopee Express. Paket saya sudah stuck di DC Cakung 2 sejak 6 April tanpa pergerakan selama lebih dari satu minggu. Saya sudah melapor berkali-kali, namun tidak ada solusi selain diminta menunggu. Yang lebih mengecewakan, pesanan justru akan dibatalkan dengan alasan melebihi estimasi, padahal ini bukan kesalahan saya. Saya juga dirugikan karena voucher hangus dan kompensasi tidak sebanding. Mohon Shopee lebih bertanggung jawab, hak konsumen ga di penuhi.",1,2026-04-14 03:58:17
etimasi pembayaran nya ngak lengkap harus daru shoope pay gak ada dana sama gopay,1,2026-04-14 03:57:36
PENGIRIMAN NYA LAMBAT,1,2026-04-14 03:55:26
ok mantap shope pelayanannya ok banget,5,2026-04-14 03:55:14
aplikasi aneh suka open sendiri kon,2,2026-04-14 03:53:22
"mantaf lebih hemat, kwalitas nya gak kalah dari app sebelah.",5,2026-04-14 03:53:20
aplikasi bagus banget,5,2026-04-14 03:51:43
"paket selalu salalu mentok di jakarta cakung DC, bisa ga paket ga usah mampir ke Cakung DC. kerjanya lemot beberapa kali pesan paket berhari-hari di sana dan terlalu lama seperti itu jadi mending gagalkan saja.",1,2026-04-14 03:50:59
shoppe terbaik,5,2026-04-14 03:50:49
"bagus, cuman kalau 2x pembatalan langsung dibloklir cod nya😁",5,2026-04-14 03:50:36
sanga memuaskan,5,2026-04-14 03:49:04
Shopi skrng NDA bisa cod NDA kaya dulu mendingan tutup saja,1,2026-04-14 03:48:58
"sangat membantu, terimakasih",5,2026-04-14 03:48:11
"payah Shopee pengiriman nya acak acak kayak gak profesional transit sdh di daerah sampai berhari "" perbaiki lagi kinerja di transit daerah-daerah masing!!",3,2026-04-14 03:45:37
makin buruk pelayanan pengirimannya. lama ngirim. tiba tiba di balikin ini terakhir kurir chat pakai ai aja di acc padahal ga ada sama sekali ngechat,1,2026-04-14 03:44:35
"alkhamdulillah,,,,",5,2026-04-14 03:43:57
sangat membantu,5,2026-04-14 03:43:52
kurir spx nya tolol bener masa paket langsung diretur tanpa di bawa ke rumah,1,2026-04-14 03:43:32
"Shopee ok deh, ketepatan waktu pengiriman sesuai estimasi, god job!",5,2026-04-14 03:43:06
keren belanja di shopee,5,2026-04-14 03:41:22
mantapp shopee,5,2026-04-14 03:38:46
"aplikasi tidak rekomen untuk orang"" saya pesen udah 7hari barang ga sampe' dari pihak Shopee bilangnya besok, saya tunggu besok, pas di tanya lagi bilang nya besok lagi,, hadeh saya aja pesen di aplikasi lain 2 hari sudah sampai,, benerr"" mengecewakan Shopee abal""",1,2026-04-14 03:36:44
ok,4,2026-04-14 03:36:13
shopee sekarang agak lama kalau spinjamnya..biasanya 5 menit cair..ini bisa setengah hari.tapi gak apa2.semoga tidak terkendala.,5,2026-04-14 03:34:28
"Legenda penjualan online sih menurut aku ya. Pelopor nomer 1 kayaknya sih ya. Aku lebih sering belanja di Oren, ketimbang di ijo atau hitam. Makin banyakin diskon dan promonya dong. biar makin rajin belanjanya. Seminggu pasti ada aja yang di beli. Buat kebutuhan pribadi. buat di jual lagi. iseng. laper mata. racun sih si Oren ini. tapi lumayan membantu kok. sukses terus shopee. banyakin potongan² harga nya. untuk pelanggan lama, kasih lah apa gituu. ibarat kata, kita sm kurirnya udah kyk sodara",5,2026-04-14 03:32:34
barang selalu bagus,5,2026-04-14 03:30:25
"BENARIN ITU KINERJA PETUGAS EKSPEDISI MAUPUN KURIR ANDA,BIAR PAKET KAMI DATANG NGAK LEWAT ESTIMASI ,,PESAN REGULER LAMANYA UDAH KAYAK PAKET HEMAT (LAUT)",1,2026-04-14 03:27:05
mantap,5,2026-04-14 03:26:58
"spaylater dan spinjam nya cuma iklan doang ,pas di ambil nggak bisa walaupun belanja di shopee tiap hari.lebih baik pindah belanja nya di Tokopedia sangat puas.",1,2026-04-14 03:21:19
sebenarnya banyak gratis ongkirnya tapi mengirimkan lama banget biasanya cuma seminggu sekarang hampir 3 Minggu baru sampe,3,2026-04-14 03:20:11
mantap,5,2026-04-14 03:20:05
kenapa ya sekarang di shopee banyak barang yang tidak sesuai pesanan yang di kirim 😢,1,2026-04-14 03:19:38
aplikasinya bagus bwt belanja 😁,5,2026-04-14 03:19:04
"saya belum bisa buka dan pakai akun shopee ini kok, gimana mau kasih 🌟 ya, saya kasih 🌟 2dulu deh",2,2026-04-14 03:18:07
pelayanan shopee cukup memuaskan,5,2026-04-14 03:15:40
bagus,5,2026-04-14 03:14:40
belanja diahopee mwmuaskan swlalu berlangganan ..sukses selqlu ya kak,5,2026-04-14 03:13:09
"memuaskan, elegan",5,2026-04-14 03:11:35
"Aplikasinya lemot parah, mana biaya layanan juga naik 2000 pertransaksi.",1,2026-04-14 03:11:22
"Sejauh ini alhamdulillah sangat memuaskan, pertahankan, udah ga ada pembayaran COD",4,2026-04-14 03:11:19
Ada event di Shopee tanam tapi selalu tidak tersedia selama 5 hari berturut-turut padahal baru 10 detik dari waktu yang sudah ditentukan. Fix sengaja !!,1,2026-04-14 03:09:50
BURUKNYA PENGANTARAN BARANG ESTI MASIH UMPAMA AWAL TANGGAL 1 .. SERING TERJADI PERUBAHAN AHAN ESTIMASI ME JADI TANGGAL 2---3 DAN SETERUSNYA... DAN BANYAK IKLAN PODAK YG TIDAK SESUAI DENGAN ETALASE.. PENGAWASAN PIHAK SHOPEE KURANG DETIL,1,2026-04-14 03:09:30
baik,5,2026-04-14 03:08:10
sy pernah pesan harga 21k eh kurirnya blng'y 29k udh ak kasih karna ak percaya SM ini kurir shopee eh pas d cek cuman 21k itu selisihnya byk amat gw komplen SM pihak shopee mlh GK d respon lah kecewa,2,2026-04-14 03:02:44
Sejauh ini bagus aplikasinya..banyak promo gratis ongkir.,5,2026-04-14 03:01:13
mantap,5,2026-04-14 03:00:54
terimakasih shopee.. sya belanja online selalu pakai shopee..dari member silver sampai member platinum. sukses selalu,5,2026-04-14 03:00:36
Shopee keren..aayang saya.belum dpt Shopeepay later padahal sering belanja,5,2026-04-14 02:58:45
ok sangat membantu harus tetap bijak di kontrol jangan sampai loss control bisa terjebak hutang,5,2026-04-14 02:55:41
"Iklan yang duit jatuh bukannya di kembaliin malah di curi, ga banget. Maksudnya apa? PENCURI di normalisasi? Nyuruh orang lain jadi PENCURI? Minimal akal tuh di pake. Dikasih akal bukannya di pake malah di taro di dengkul. MIKIRRR",1,2026-04-14 02:55:27
belanja jadi mudah,5,2026-04-14 02:55:08
"apk ini sangat membantu banget klo mau belanja apapun, tpi minusnya kdg klo barang ga sesuai susah mengajukan pengembalian krn hrus diantar dlu lah, atau dikenakan biaya dlu, pdhl kan sellernya aja yg salah krn ngasih barang ga sesuai sama yg digambar. jdi plisss dongg pihak shopee kasih fitur jemput kurir (0 biaya) disemua daerah, kan jadinya kewalahan kitanya. aku kasih bintang 4 dlu aja yaa.... moga cepat diperbaiki biar pengguna bisa Menikmati apk ini dgn baik.",4,2026-04-14 02:54:08
bagus,5,2026-04-14 02:50:45
keren,5,2026-04-14 02:50:11
bagus mntap,1,2026-04-14 02:46:12
"puas sih belanja di Shopee untuk saat ini, tapi sayang ga bisa klaim koin. kalau diklaim pasti keluar akun mencurigakan. apa yg mencurigakan lah kita belanja sampai banyak pakai akun ini ga ganti ganti. ga pinda kemana mana",5,2026-04-14 02:42:18
"PUNYA EKSPEDISI TAPI SOP 0 saya pesan barang dari tanggal 29 MARET 2026 SAMPAI HARI INI 14 APRIL 2026 gak kunjung sampai, padahal seller langsung kirim di tanggal yang sama, berulang kali saya complain, pesanan saya stuck dari tanggal 31 MARET 2026 DI KOSAMBI DC 2 berhari hari!! tidak ada solusi sama sekali dari pihak SPX MAUPUN SHOPEE! hanya disuruh menunggu dengan alasan high season! ALASAN CLASSIC dari tahun berapa kalian terjun didunia ecommerce? masa gaada evaluasinya? SANGAT MEMALUKAN!!",1,2026-04-14 02:41:04
Respon cepat.,5,2026-04-14 02:39:11
mentap,5,2026-04-14 02:38:40
"gila iklannya, buka aplikasi langsung disuguhi iklan. mstinya pas cari produk tuh iklan bisa otomatis off dnk. msak jalan terus ganggu banget iklannya",1,2026-04-14 02:37:24
ampun dah beli barang setengah bulanan ga sampe sampe,2,2026-04-14 02:37:10
"Tolong dong untuk pihak shopee mulai berbenah untuk penerimaan driver shopeefood wajib pakai psikotes banyak banget driver kalian yang ugal-ugalan, minim attitude, ga sopan, kebanyakan ngeluh, mulut kotor dan masih banyak lainnya.",2,2026-04-14 02:36:44
belanja di shoope ga ribet sejauh ini lancar2 di semua fasilitas. kendala ada tp cs nya gercep membantu,5,2026-04-14 02:35:30
"Pengiriman shopee sekarang ruwet, enak waktu kurir pakai jnt. Spx ga ad akejelasan paket uda seminggu lewat ga di kirim"" ,status masih stuck aja..didatangi gudangnya bilang barang numpuk ga mau nyariin suruh nunggu 2 hari, malah lebih 5 hari ga di kirim2 juga..pasti bakalan nanti di retur sepihak.. Giliran Cs Shopee ga ada solusi sama sekali..KECEWA!!",2,2026-04-14 02:32:46
memuaskan,5,2026-04-14 02:32:41
"Kurang Puas , Berhenti aja kerja sama sama antarAja. paket di tunggu dari pagi sampe malam . tidak di antar . ujung² di kembalikan ke penjual",1,2026-04-14 02:29:48
jasa kirim lambat..sering nge stuck,1,2026-04-14 02:28:28
shopee sangat buruk,1,2026-04-14 02:27:35
iklan nya tolong mengganggu sekali astaga,1,2026-04-14 02:25:36
barang yang diterima sesuai dengan pesanan. ongkirnya pun terjangkau.,5,2026-04-14 02:22:52
ok baik,5,2026-04-14 02:22:49
ok banyak membantu tapi di tingkat kan ya jangan ada penipuan lagi.,5,2026-04-14 02:20:02
"Tingkatkan kualitas, kuantitas dan pengiriman 👍🏾",5,2026-04-14 02:19:34
usaha kan barang yang di kirim biar serupa yang di pesan bos,5,2026-04-14 02:18:50
"selama pakai shopee alhmdulillah memudahkan berbelanja...tp akhir"" ini barang yng Dateng slalu minus entah barang penyok..makan remuk...jadi agak kecewa dan takut pesen lagi apalagi barang"" berbahan kaca...dan itu terjadi semenjak ganti expedisi...bis nggk sih yang dulu aja udah bener"" ...yng sekarang banyak kecewa nya",2,2026-04-14 02:17:37
kenapa kalo paket udah di kota tujuan ga nyantumin nomor WA kurir biar bisa di kontak,4,2026-04-14 02:17:28
saya komplen ke shoope malah mesim yg jawab... awas banyak gak jls ..,1,2026-04-14 02:11:20
baik dapat dipergunakan sesuai kebutuhan.,5,2026-04-14 02:07:17
"shoppey ,adalh tempt beli brg d keperluan kita ,d terbaik untk masyarakt indo",5,2026-04-14 02:06:23
bagus nyaman dan terjamin terjangkau harga nya,5,2026-04-14 02:01:31
mudah dan murah,5,2026-04-14 02:01:29
"shopee stop muncul di apk wattpad, ganggu banget",1,2026-04-14 01:57:06
Sangat membantu konsumen.,5,2026-04-14 01:56:43
tambahkan tema gelap dan ubah ui pada pengaturan agar lebih rapih,3,2026-04-14 01:55:08
ngelag,1,2026-04-14 01:54:18
"mudah, murah, simple, ramah, cepat dalam pengiriman.",5,2026-04-14 01:54:00
sangat bagus,4,2026-04-14 01:52:35
shopee emang mantap,5,2026-04-14 01:50:17
bagus buat buyer,5,2026-04-14 01:45:58
"sangat baik ,banyak membantu",5,2026-04-14 01:42:01
pesanan nya bagus2 puas pokonya,5,2026-04-14 01:40:08
sangat baik selama berbelanja.,5,2026-04-14 01:37:29
seru,5,2026-04-14 01:35:38
"Kalau retur barang harus buat video review masa di batesin 60mb, gimana mau kirim video full review kalau ada barang rusak? Kmu pikir buat video review bisa cepet gitu cuma 1 menit? Kalau kualitas di turunin apakah cukup keliatan? Masih lebih juga di atas 60mb. Lalu kalau tergesa gesa barang rusak gmana pas review? Ga semua orang bisa cepet unboxing barang nya. Buat video review buat max 3gb lah biar bisa kirim video review full dari paket di buka sampe cek alat yang di beli tanpa harus di cut.",1,2026-04-14 01:34:32
mantap,5,2026-04-14 01:34:07
"pengiriman nya itu lohhh astaga, ga gerak gerak. lama bgt ke kirimnya",1,2026-04-14 01:33:22
"apapun yg dicari pasti ada , dan harga relatif terjangkau",5,2026-04-14 01:31:22
respon nya cepat,5,2026-04-14 01:30:15
terimakasih shopee atas pelayanan terbaiknya,5,2026-04-14 01:29:28
kualitas sangat baik,5,2026-04-14 01:27:47
"Layanan Shopee dan Shopeepay semakin mantap. Banyak produk yg berkualitas dg harga terjangkau, ada diskon yg lumayan, ongkir gratis. Sayangnya biaya ukuran khusus (Beban Berat/Ukuran Besar) yg membuat harga melambung melebihi harga di toko2 terdekat. Awalnya mau beli jadinya ya... BATAL. Pilih beli di toko offline saja. Meski demikian tetap saja Shopee is the best 👍",5,2026-04-14 01:25:06
harus hati2 memilih barang belanja karna ada nilai kualitas masing2,5,2026-04-14 01:23:14
mantappp,5,2026-04-14 01:20:44
sangat bagus,5,2026-04-14 01:17:15
waktu dapet diskon jadi 0rp kan saya belanja tapi waktu mau belanja lagi semuanya tidak bisa cod gimana sih!,2,2026-04-14 01:16:24
"aplikasi yg ribet membatalkan 2x pesanan COD harus menunggu 60 hari, pembeli mah bebas pilih barang yang sesuai. Giliran komplain slow respon",1,2026-04-14 01:14:20
shopee sudah jauh lebih baik dari yg dulu tetap di perhankan,5,2026-04-14 01:12:42
"Kasih bintang 5 aja deh, siapa tau ada kebijakan baru amnesti massal, istilahnya akun affiliate yg di nonaktifkan itu sama seperti di penjara. dan biasanya hari kemerdekaan tiap tgl 17 Agustus itu ada amnesti massal pemerintah. ya siapa tau sopi juga 😁. daripada bikin akun baru kan ribet. susahnya minta ampun cari follower. namanya juga manusia ada kesalahan itu biasa.",5,2026-04-14 01:08:12
utamakan pelayanan dan kwalitas,5,2026-04-14 01:06:39
sangat memuaskan,5,2026-04-14 01:02:55
"kalau punya iklan bisa ngak sih ngak usah maksa kami masuk ke apk shopee , biasa aja gitu vidio aja.. ini tiba tiba di pindahin ke shopee.. ngapainnnn.. bukanya seneng malah benci. habis ini saya unintal apk ngeselin mending lazada",1,2026-04-14 01:01:02
"aku kasih bintang 5 supaya tidak membuat org bertanga² . kenapa masuk top up Shopee skrg lama bener masuk nya, aku top up sdh hampir 3jam blm masuk ini udah hampir 1x24 jam pengisian saldo Shopee pay/top up blm juga masuk tolong kerja sama nya",5,2026-04-14 01:00:47
mohon maaf kak kenapa ya kalo saya buka aplikasi shoope ini sering keluar sendiri dari aplikasi nya...baru .mau lihat produk tiba² keluar sendiri dri aplikasi,5,2026-04-14 01:00:35
bolehlh,1,2026-04-14 01:00:34
"sekarang admin shopee makin mahal,seller sepertinya hanya untuk packing barang aja..krn jika nambah promoasi toko adminnya makin gede.kalo ga masuk promosi penjualan jarang sekali.",3,2026-04-14 00:58:10
bagus aku sdh langganan cuma d shopee yg pas,5,2026-04-14 00:54:46
